loc1_script1_seq1_rec1-105,25.0,1.0
loc1_script1_seq1_rec1-106,25.0,1.0
loc1_script1_seq1_rec1-107,25.0,1.0
loc1_script1_seq1_rec1-108,25.0,1.0
loc1_script1_seq1_rec1-109,25.0,1.0
loc1_script1_seq1_rec1-110,25.0,1.0
loc1_script1_seq1_rec1-111,25.0,1.0
loc1_script1_seq1_rec1-112,25.0,1.0
loc1_script1_seq1_rec1-113,25.0,1.0
loc1_script1_seq1_rec1-114,25.0,1.0
loc1_script1_seq1_rec1-115,25.0,1.0
loc1_script1_seq1_rec1-116,25.0,1.0
loc1_script1_seq1_rec1-117,25.0,1.0
loc1_script1_seq1_rec1-118,25.0,1.0
loc1_script1_seq1_rec1-119,25.0,1.0
loc1_script1_seq1_rec1-120,25.0,1.0
loc1_script1_seq1_rec1-121,25.0,1.0
loc1_script1_seq1_rec1-122,25.0,1.0
loc1_script1_seq1_rec1-123,25.0,1.0
loc1_script1_seq1_rec1-124,25.0,1.0
loc1_script1_seq1_rec1-125,25.0,1.0
loc1_script1_seq1_rec1-126,25.0,1.0
loc1_script1_seq1_rec1-127,25.0,1.0
loc1_script1_seq1_rec1-128,25.0,1.0
loc1_script1_seq1_rec1-129,25.0,1.0
loc1_script1_seq1_rec1-130,25.0,1.0
loc1_script1_seq1_rec1-131,25.0,1.0
loc1_script1_seq1_rec1-132,25.0,1.0
loc1_script1_seq1_rec1-133,25.0,1.0
loc1_script1_seq1_rec1-134,25.0,1.0
loc1_script1_seq1_rec1-135,25.0,1.0
loc1_script1_seq1_rec1-136,25.0,1.0
loc1_script1_seq1_rec1-137,25.0,1.0
loc1_script1_seq1_rec1-138,25.0,1.0
loc1_script1_seq1_rec1-139,25.0,1.0
loc1_script1_seq1_rec1-140,25.0,1.0
loc1_script1_seq1_rec1-141,25.0,1.0
loc1_script1_seq1_rec1-142,25.0,1.0
loc1_script1_seq1_rec1-143,25.0,1.0
loc1_script1_seq1_rec1-144,25.0,1.0
loc1_script1_seq1_rec1-145,25.0,1.0
loc1_script1_seq1_rec1-146,25.0,1.0
loc1_script1_seq1_rec1-147,25.0,1.0
loc1_script1_seq1_rec1-148,25.0,1.0
loc1_script1_seq1_rec1-149,25.0,1.0
loc1_script1_seq1_rec1-150,25.0,1.0
loc1_script1_seq1_rec1-151,25.0,1.0
loc1_script1_seq1_rec1-152,25.0,1.0
loc1_script1_seq1_rec1-153,25.0,1.0
loc1_script1_seq1_rec1-154,25.0,1.0
loc1_script1_seq1_rec1-155,25.0,1.0
loc1_script1_seq1_rec1-156,25.0,1.0
loc1_script1_seq1_rec1-157,25.0,1.0
loc1_script1_seq1_rec1-158,25.0,1.0
loc1_script1_seq1_rec1-159,25.0,1.0
loc1_script1_seq1_rec1-160,25.0,1.0
loc1_script1_seq1_rec1-161,25.0,1.0
loc1_script1_seq1_rec1-162,25.0,1.0
loc1_script1_seq1_rec1-163,25.0,1.0
loc1_script1_seq1_rec1-164,25.0,1.0
loc1_script1_seq1_rec1-165,25.0,1.0
loc1_script1_seq1_rec1-166,25.0,1.0
loc1_script1_seq1_rec1-167,25.0,1.0
loc1_script1_seq1_rec1-168,25.0,1.0
loc1_script1_seq1_rec1-169,25.0,1.0
loc1_script1_seq1_rec1-170,25.0,1.0
loc1_script1_seq1_rec1-171,25.0,1.0
loc1_script1_seq1_rec1-172,25.0,1.0
loc1_script1_seq1_rec1-173,25.0,1.0
loc1_script1_seq1_rec1-174,25.0,1.0
loc1_script1_seq1_rec1-175,25.0,1.0
loc1_script1_seq1_rec1-176,25.0,1.0
loc1_script1_seq1_rec1-177,25.0,1.0
loc1_script1_seq1_rec1-178,25.0,1.0
loc1_script1_seq1_rec1-179,25.0,1.0
loc1_script1_seq1_rec1-180,25.0,1.0
loc1_script1_seq1_rec1-181,25.0,1.0
loc1_script1_seq1_rec1-182,25.0,1.0
loc1_script1_seq1_rec1-183,25.0,1.0
loc1_script1_seq1_rec1-184,25.0,1.0
loc1_script1_seq1_rec1-185,25.0,1.0
loc1_script1_seq1_rec1-186,25.0,1.0
loc1_script1_seq1_rec1-187,25.0,1.0
loc1_script1_seq1_rec1-188,25.0,1.0
loc1_script1_seq1_rec1-189,25.0,1.0
loc1_script1_seq1_rec1-190,25.0,1.0
loc1_script1_seq1_rec1-191,25.0,1.0
loc1_script1_seq1_rec1-192,25.0,1.0
loc1_script1_seq1_rec1-193,25.0,1.0
loc1_script1_seq1_rec1-194,25.0,1.0
loc1_script1_seq1_rec1-195,25.0,1.0
loc1_script1_seq1_rec1-196,25.0,1.0
loc1_script1_seq1_rec1-197,25.0,1.0
loc1_script1_seq1_rec1-198,25.0,1.0
loc1_script1_seq1_rec1-199,25.0,1.0
loc1_script1_seq1_rec1-200,25.0,1.0
loc1_script1_seq1_rec1-201,25.0,1.0
loc1_script1_seq1_rec1-202,25.0,1.0
loc1_script1_seq1_rec1-203,25.0,1.0
loc1_script1_seq1_rec1-204,25.0,1.0
loc1_script1_seq1_rec1-205,25.0,1.0
loc1_script1_seq1_rec1-206,25.0,1.0
loc1_script1_seq1_rec1-207,25.0,1.0
loc1_script1_seq1_rec1-208,25.0,1.0
loc1_script1_seq1_rec1-209,25.0,1.0
loc1_script1_seq1_rec1-210,25.0,1.0
loc1_script1_seq1_rec1-211,25.0,1.0
loc1_script1_seq1_rec1-212,25.0,1.0
loc1_script1_seq1_rec1-213,25.0,1.0
loc1_script1_seq1_rec1-214,25.0,1.0
loc1_script1_seq1_rec1-215,25.0,1.0
loc1_script1_seq1_rec1-216,25.0,1.0
loc1_script1_seq1_rec1-217,25.0,1.0
loc1_script1_seq1_rec1-218,25.0,1.0
loc1_script1_seq1_rec1-219,25.0,1.0
loc1_script1_seq1_rec1-220,25.0,1.0
loc1_script1_seq1_rec1-221,25.0,1.0
loc1_script1_seq1_rec1-222,25.0,1.0
loc1_script1_seq1_rec1-223,25.0,1.0
loc1_script1_seq1_rec1-224,25.0,1.0
loc1_script1_seq1_rec1-225,25.0,1.0
loc1_script1_seq1_rec1-226,25.0,1.0
loc1_script1_seq1_rec1-227,25.0,1.0
loc1_script1_seq1_rec1-228,25.0,1.0
loc1_script1_seq1_rec1-229,25.0,1.0
loc1_script1_seq1_rec1-230,25.0,1.0
loc1_script1_seq1_rec1-231,25.0,1.0
loc1_script1_seq1_rec1-232,25.0,1.0
loc1_script1_seq1_rec1-233,25.0,1.0
loc1_script1_seq1_rec1-234,25.0,1.0
loc1_script1_seq1_rec1-235,25.0,1.0
loc1_script1_seq1_rec1-236,25.0,1.0
loc1_script1_seq1_rec1-237,25.0,1.0
loc1_script1_seq1_rec1-238,25.0,1.0
loc1_script1_seq1_rec1-239,25.0,1.0
loc1_script1_seq1_rec1-240,25.0,1.0
loc1_script1_seq1_rec1-241,25.0,1.0
loc1_script1_seq1_rec1-242,25.0,1.0
loc1_script1_seq1_rec1-243,25.0,1.0
loc1_script1_seq1_rec1-244,25.0,1.0
loc1_script1_seq1_rec1-245,25.0,1.0
loc1_script1_seq1_rec1-246,25.0,1.0
loc1_script1_seq1_rec1-247,25.0,1.0
loc1_script1_seq1_rec1-248,25.0,1.0
loc1_script1_seq1_rec1-249,25.0,1.0
loc1_script1_seq1_rec1-250,25.0,1.0
loc1_script1_seq1_rec1-251,25.0,1.0
loc1_script1_seq1_rec1-252,25.0,1.0
loc1_script1_seq1_rec1-253,25.0,1.0
loc1_script1_seq1_rec1-254,25.0,1.0
loc1_script1_seq1_rec1-255,25.0,1.0
loc1_script1_seq1_rec1-256,25.0,1.0
loc1_script1_seq1_rec1-257,25.0,1.0
loc1_script1_seq1_rec1-258,25.0,1.0
loc1_script1_seq1_rec1-259,25.0,1.0
loc1_script1_seq1_rec1-260,25.0,1.0
loc1_script1_seq1_rec1-261,25.0,1.0
loc1_script1_seq1_rec1-262,25.0,1.0
loc1_script1_seq1_rec1-263,25.0,1.0
loc1_script1_seq1_rec1-264,25.0,1.0
loc1_script1_seq1_rec1-265,25.0,1.0
loc1_script1_seq1_rec1-266,25.0,1.0
loc1_script1_seq1_rec1-267,25.0,1.0
loc1_script1_seq1_rec1-268,25.0,1.0
loc1_script1_seq1_rec1-269,25.0,1.0
loc1_script1_seq1_rec1-270,25.0,1.0
loc1_script1_seq1_rec1-271,25.0,1.0
loc1_script1_seq1_rec1-272,25.0,1.0
loc1_script1_seq1_rec1-273,25.0,1.0
loc1_script1_seq1_rec1-274,25.0,1.0
loc1_script1_seq1_rec1-275,25.0,1.0
loc1_script1_seq1_rec1-276,25.0,1.0
loc1_script1_seq1_rec1-277,25.0,1.0
loc1_script1_seq1_rec1-278,25.0,1.0
loc1_script1_seq1_rec1-279,25.0,1.0
loc1_script1_seq1_rec1-280,25.0,1.0
loc1_script1_seq1_rec1-281,25.0,1.0
loc1_script1_seq1_rec1-282,25.0,1.0
loc1_script1_seq1_rec1-283,25.0,1.0
loc1_script1_seq1_rec1-284,25.0,1.0
loc1_script1_seq1_rec1-285,25.0,1.0
loc1_script1_seq1_rec1-286,25.0,1.0
loc1_script1_seq1_rec1-287,25.0,1.0
loc1_script1_seq1_rec1-288,25.0,1.0
loc1_script1_seq1_rec1-289,25.0,1.0
loc1_script1_seq1_rec1-290,25.0,1.0
loc1_script1_seq1_rec1-291,25.0,1.0
loc1_script1_seq1_rec1-292,25.0,1.0
loc1_script1_seq1_rec1-293,25.0,1.0
loc1_script1_seq1_rec1-294,25.0,1.0
loc1_script1_seq1_rec1-295,25.0,1.0
loc1_script1_seq1_rec1-296,25.0,1.0
loc1_script1_seq1_rec1-297,25.0,1.0
loc1_script1_seq1_rec1-298,25.0,1.0
loc1_script1_seq1_rec1-299,25.0,1.0
loc1_script1_seq1_rec1-300,25.0,1.0
loc1_script1_seq1_rec1-301,25.0,1.0
loc1_script1_seq1_rec1-302,25.0,1.0
loc1_script1_seq1_rec1-303,25.0,1.0
loc1_script1_seq1_rec1-304,25.0,1.0
loc1_script1_seq1_rec1-305,25.0,1.0
loc1_script1_seq1_rec1-306,25.0,1.0
loc1_script1_seq1_rec1-307,25.0,1.0
loc1_script1_seq1_rec1-308,25.0,1.0
loc1_script1_seq1_rec1-309,25.0,1.0
loc1_script1_seq1_rec1-310,25.0,1.0
loc1_script1_seq1_rec1-311,25.0,1.0
loc1_script1_seq1_rec1-312,25.0,1.0
loc1_script1_seq1_rec1-313,25.0,1.0
loc1_script1_seq1_rec1-314,25.0,1.0
loc1_script1_seq1_rec1-315,25.0,1.0
loc1_script1_seq1_rec1-316,25.0,1.0
loc1_script1_seq1_rec1-317,25.0,1.0
loc1_script1_seq1_rec1-318,25.0,1.0
loc1_script1_seq1_rec1-319,25.0,1.0
loc1_script1_seq1_rec1-320,25.0,1.0
loc1_script1_seq1_rec1-321,25.0,1.0
loc1_script1_seq1_rec1-322,25.0,1.0
loc1_script1_seq1_rec1-323,25.0,1.0
loc1_script1_seq1_rec1-324,25.0,1.0
loc1_script1_seq1_rec1-325,25.0,1.0
loc1_script1_seq1_rec1-326,25.0,1.0
loc1_script1_seq1_rec1-327,25.0,1.0
loc1_script1_seq1_rec1-328,25.0,1.0
loc1_script1_seq1_rec1-329,25.0,1.0
loc1_script1_seq1_rec1-330,25.0,1.0
loc1_script1_seq1_rec1-331,25.0,1.0
loc1_script1_seq1_rec1-332,25.0,1.0
loc1_script1_seq1_rec1-333,25.0,1.0
loc1_script1_seq1_rec1-334,25.0,1.0
loc1_script1_seq1_rec1-335,25.0,1.0
loc1_script1_seq1_rec1-336,25.0,1.0
loc1_script1_seq1_rec1-337,25.0,1.0
loc1_script1_seq1_rec1-338,25.0,1.0
loc1_script1_seq1_rec1-339,25.0,1.0
loc1_script1_seq1_rec1-340,25.0,1.0
loc1_script1_seq1_rec1-341,25.0,1.0
loc1_script1_seq1_rec1-342,25.0,1.0
loc1_script1_seq1_rec1-343,25.0,1.0
loc1_script1_seq1_rec1-344,25.0,1.0
loc1_script1_seq1_rec1-345,25.0,1.0
loc1_script1_seq1_rec1-346,25.0,1.0
loc1_script1_seq1_rec1-347,25.0,1.0
loc1_script1_seq1_rec1-348,25.0,1.0
loc1_script1_seq1_rec1-349,25.0,1.0
loc1_script1_seq1_rec1-350,25.0,1.0
loc1_script1_seq1_rec1-351,25.0,1.0
loc1_script1_seq1_rec1-352,25.0,1.0
loc1_script1_seq1_rec1-353,25.0,1.0
loc1_script1_seq1_rec1-354,25.0,1.0
loc1_script1_seq1_rec1-355,25.0,1.0
loc1_script1_seq1_rec1-356,25.0,1.0
loc1_script1_seq1_rec1-357,25.0,1.0
loc1_script1_seq1_rec1-358,25.0,1.0
loc1_script1_seq1_rec1-359,25.0,1.0
loc1_script1_seq1_rec1-360,25.0,1.0
loc1_script1_seq1_rec1-361,25.0,1.0
loc1_script1_seq1_rec1-362,25.0,1.0
loc1_script1_seq1_rec1-363,25.0,1.0
loc1_script1_seq1_rec1-364,25.0,1.0
loc1_script1_seq1_rec1-365,25.0,1.0
loc1_script1_seq1_rec1-366,25.0,1.0
loc1_script1_seq1_rec1-367,25.0,1.0
loc1_script1_seq1_rec1-368,25.0,1.0
loc1_script1_seq1_rec1-369,25.0,1.0
loc1_script1_seq1_rec1-370,25.0,1.0
loc1_script1_seq1_rec1-371,25.0,1.0
loc1_script1_seq1_rec1-372,25.0,1.0
loc1_script1_seq1_rec1-373,25.0,1.0
loc1_script1_seq1_rec1-374,25.0,1.0
loc1_script1_seq1_rec1-375,25.0,1.0
loc1_script1_seq1_rec1-376,25.0,1.0
loc1_script1_seq1_rec1-377,25.0,1.0
loc1_script1_seq1_rec1-378,25.0,1.0
loc1_script1_seq1_rec1-379,25.0,1.0
loc1_script1_seq1_rec1-380,25.0,1.0
loc1_script1_seq1_rec1-381,25.0,1.0
loc1_script1_seq1_rec1-382,25.0,1.0
loc1_script1_seq1_rec1-383,25.0,1.0
loc1_script1_seq1_rec1-384,25.0,1.0
loc1_script1_seq1_rec1-385,25.0,1.0
loc1_script1_seq1_rec1-386,25.0,1.0
loc1_script1_seq1_rec1-387,25.0,1.0
loc1_script1_seq1_rec1-388,25.0,1.0
loc1_script1_seq1_rec1-389,25.0,1.0
loc1_script1_seq1_rec1-390,25.0,1.0
loc1_script1_seq1_rec1-391,25.0,1.0
loc1_script1_seq1_rec1-392,25.0,1.0
loc1_script1_seq1_rec1-393,25.0,1.0
loc1_script1_seq1_rec1-394,25.0,1.0
loc1_script1_seq1_rec1-395,25.0,1.0
loc1_script1_seq1_rec1-396,25.0,1.0
loc1_script1_seq1_rec1-397,25.0,1.0
loc1_script1_seq1_rec1-398,25.0,1.0
loc1_script1_seq1_rec1-399,25.0,1.0
loc1_script1_seq1_rec1-400,25.0,1.0
loc1_script1_seq1_rec1-401,25.0,1.0
loc1_script1_seq1_rec1-402,25.0,1.0
loc1_script1_seq1_rec1-403,25.0,1.0
loc1_script1_seq1_rec1-404,25.0,1.0
loc1_script1_seq1_rec1-405,25.0,1.0
loc1_script1_seq1_rec1-406,25.0,1.0
loc1_script1_seq1_rec1-407,25.0,1.0
loc1_script1_seq1_rec1-408,25.0,1.0
loc1_script1_seq1_rec1-409,25.0,1.0
loc1_script1_seq1_rec1-410,25.0,1.0
loc1_script1_seq1_rec1-411,25.0,1.0
loc1_script1_seq1_rec1-412,25.0,1.0
loc1_script1_seq1_rec1-413,25.0,1.0
loc1_script1_seq1_rec1-414,25.0,1.0
loc1_script1_seq1_rec1-415,25.0,1.0
loc1_script1_seq1_rec1-416,25.0,1.0
loc1_script1_seq1_rec1-417,25.0,1.0
loc1_script1_seq1_rec1-418,25.0,1.0
loc1_script1_seq1_rec1-419,25.0,1.0
loc1_script1_seq1_rec1-420,25.0,1.0
loc1_script1_seq1_rec1-421,25.0,1.0
loc1_script1_seq1_rec1-422,25.0,1.0
loc1_script1_seq1_rec1-423,25.0,1.0
loc1_script1_seq1_rec1-424,25.0,1.0
loc1_script1_seq1_rec1-425,25.0,1.0
loc1_script1_seq1_rec1-426,25.0,1.0
loc1_script1_seq1_rec1-427,25.0,1.0
loc1_script1_seq1_rec1-428,25.0,1.0
loc1_script1_seq1_rec1-429,25.0,1.0
loc1_script1_seq1_rec1-430,25.0,1.0
loc1_script1_seq1_rec1-431,25.0,1.0
loc1_script1_seq1_rec1-432,25.0,1.0
loc1_script1_seq1_rec1-433,25.0,1.0
loc1_script1_seq1_rec1-434,25.0,1.0
loc1_script1_seq1_rec1-435,25.0,1.0
loc1_script1_seq1_rec1-436,25.0,1.0
loc1_script1_seq1_rec1-437,25.0,1.0
loc1_script1_seq1_rec1-438,25.0,1.0
loc1_script1_seq1_rec1-439,25.0,1.0
loc1_script1_seq1_rec1-440,25.0,1.0
loc1_script1_seq1_rec1-441,25.0,1.0
loc1_script1_seq1_rec1-442,25.0,1.0
loc1_script1_seq1_rec1-443,25.0,1.0
loc1_script1_seq1_rec1-444,25.0,1.0
loc1_script1_seq1_rec1-445,25.0,1.0
loc1_script1_seq1_rec1-446,25.0,1.0
loc1_script1_seq1_rec1-447,25.0,1.0
loc1_script1_seq1_rec1-448,25.0,1.0
loc1_script1_seq1_rec1-449,25.0,1.0
loc1_script1_seq1_rec1-450,25.0,1.0
loc1_script1_seq1_rec1-451,25.0,1.0
loc1_script1_seq1_rec1-452,25.0,1.0
loc1_script1_seq1_rec1-453,25.0,1.0
loc1_script1_seq1_rec1-454,25.0,1.0
loc1_script1_seq1_rec1-455,25.0,1.0
loc1_script1_seq1_rec1-456,25.0,1.0
loc1_script1_seq1_rec1-457,25.0,1.0
loc1_script1_seq1_rec1-458,25.0,1.0
loc1_script1_seq1_rec1-459,25.0,1.0
loc1_script1_seq1_rec1-460,25.0,1.0
loc1_script1_seq1_rec1-461,25.0,1.0
loc1_script1_seq1_rec1-462,25.0,1.0
loc1_script1_seq1_rec1-463,25.0,1.0
loc1_script1_seq1_rec1-464,25.0,1.0
loc1_script1_seq1_rec1-465,25.0,1.0
loc1_script1_seq1_rec1-466,25.0,1.0
loc1_script1_seq1_rec1-467,25.0,1.0
loc1_script1_seq1_rec1-468,25.0,1.0
loc1_script1_seq1_rec1-469,25.0,1.0
loc1_script1_seq1_rec1-470,25.0,1.0
loc1_script1_seq1_rec1-471,25.0,1.0
loc1_script1_seq1_rec1-472,25.0,1.0
loc1_script1_seq1_rec1-473,25.0,1.0
loc1_script1_seq1_rec1-474,25.0,1.0
loc1_script1_seq1_rec1-475,25.0,1.0
loc1_script1_seq1_rec1-476,25.0,1.0
loc1_script1_seq1_rec1-477,25.0,1.0
loc1_script1_seq1_rec1-478,25.0,1.0
loc1_script1_seq1_rec1-479,25.0,1.0
loc1_script1_seq1_rec1-480,25.0,1.0
loc1_script1_seq1_rec1-481,25.0,1.0
loc1_script1_seq1_rec1-482,25.0,1.0
loc1_script1_seq1_rec1-483,25.0,1.0
loc1_script1_seq1_rec1-484,25.0,1.0
loc1_script1_seq1_rec1-485,25.0,1.0
loc1_script1_seq1_rec1-486,25.0,1.0
loc1_script1_seq1_rec1-487,25.0,1.0
loc1_script1_seq1_rec1-488,25.0,1.0
loc1_script1_seq1_rec1-489,25.0,1.0
loc1_script1_seq1_rec1-490,25.0,1.0
loc1_script1_seq1_rec1-491,25.0,1.0
loc1_script1_seq1_rec1-492,25.0,1.0
loc1_script1_seq1_rec1-493,25.0,1.0
loc1_script1_seq1_rec1-494,25.0,1.0
loc1_script1_seq1_rec1-495,25.0,1.0
loc1_script1_seq1_rec1-496,25.0,1.0
loc1_script1_seq1_rec1-497,25.0,1.0
loc1_script1_seq1_rec1-498,25.0,1.0
loc1_script1_seq1_rec1-499,25.0,1.0
loc1_script1_seq1_rec1-500,25.0,1.0
loc1_script1_seq1_rec1-501,25.0,1.0
loc1_script1_seq1_rec1-502,25.0,1.0
loc1_script1_seq1_rec1-503,25.0,1.0
loc1_script1_seq1_rec1-504,25.0,1.0
loc1_script1_seq1_rec1-505,25.0,1.0
loc1_script1_seq1_rec1-506,25.0,1.0
loc1_script1_seq1_rec1-507,25.0,1.0
loc1_script1_seq1_rec1-508,25.0,1.0
loc1_script1_seq1_rec1-509,25.0,1.0
loc1_script1_seq1_rec1-510,25.0,1.0
loc1_script1_seq1_rec1-511,25.0,1.0
loc1_script1_seq1_rec1-512,25.0,1.0
loc1_script1_seq1_rec1-513,25.0,1.0
loc1_script1_seq1_rec1-514,25.0,1.0
loc1_script1_seq1_rec1-515,25.0,1.0
loc1_script1_seq1_rec1-516,25.0,1.0
loc1_script1_seq1_rec1-517,25.0,1.0
loc1_script1_seq1_rec1-518,25.0,1.0
loc1_script1_seq1_rec1-519,25.0,1.0
loc1_script1_seq1_rec1-520,25.0,1.0
loc1_script1_seq1_rec1-521,25.0,1.0
loc1_script1_seq1_rec1-522,25.0,1.0
loc1_script1_seq1_rec1-523,25.0,1.0
loc1_script1_seq1_rec1-524,25.0,1.0
loc1_script1_seq1_rec1-525,25.0,1.0
loc1_script1_seq1_rec1-526,25.0,1.0
loc1_script1_seq1_rec1-527,25.0,1.0
loc1_script1_seq1_rec1-528,25.0,1.0
loc1_script1_seq1_rec1-529,25.0,1.0
loc1_script1_seq1_rec1-530,25.0,1.0
loc1_script1_seq1_rec1-531,25.0,1.0
loc1_script1_seq1_rec1-532,25.0,1.0
loc1_script1_seq1_rec1-533,25.0,1.0
loc1_script1_seq1_rec1-534,25.0,1.0
loc1_script1_seq1_rec1-535,25.0,1.0
loc1_script1_seq1_rec1-536,25.0,1.0
loc1_script1_seq1_rec1-537,25.0,1.0
loc1_script1_seq1_rec1-538,25.0,1.0
loc1_script1_seq1_rec1-539,25.0,1.0
loc1_script1_seq1_rec1-540,25.0,1.0
loc1_script1_seq1_rec1-541,25.0,1.0
loc1_script1_seq1_rec1-542,25.0,1.0
loc1_script1_seq1_rec1-543,25.0,1.0
loc1_script1_seq1_rec1-544,25.0,1.0
loc1_script1_seq1_rec1-545,25.0,1.0
loc1_script1_seq1_rec1-546,25.0,1.0
loc1_script1_seq1_rec1-547,25.0,1.0
loc1_script1_seq1_rec1-548,25.0,1.0
loc1_script1_seq1_rec1-549,25.0,1.0
loc1_script1_seq1_rec1-550,25.0,1.0
loc1_script1_seq1_rec1-551,25.0,1.0
loc1_script1_seq1_rec1-552,25.0,1.0
loc1_script1_seq1_rec1-553,25.0,1.0
loc1_script1_seq1_rec1-554,25.0,1.0
loc1_script1_seq1_rec1-555,25.0,1.0
loc1_script1_seq1_rec1-556,25.0,1.0
loc1_script1_seq1_rec1-557,25.0,1.0
loc1_script1_seq1_rec1-558,25.0,1.0
loc1_script1_seq1_rec1-559,25.0,1.0
loc1_script1_seq1_rec1-560,25.0,1.0
